            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
2459845.500000000, A.D. 2022-Sep-23 00:00:00.0000,  1.501409394622880E+08, -9.238096308876731E+05, -1.199353294393804E+03, -2.949925999285836E-01,  2.968579130065282E+01, -1.255035845122876E-03
