            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ
2459845.500000000, A.D. 2022-Sep-23 00:00:00.0000,  5.313780513013928E+07, -1.306219046393702E+06, -4.980879137802546E+06, -8.212667890029538E+00,  5.087674749305533E+01,  4.910951392033663E+00
2459846.500000000, A.D. 2022-Sep-24 00:00:00.0000,  5.225333228325590E+07,  3.088966223919542E+06, -4.540576351644767E+06, -1.228234904508805E+01,  5.080654656551096E+01,  5.278512263156767E+00
