JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ
2459845.500000000, A.D. 2022-Sep-23 00:00:00.0000,  1.786168147853078E+08,  1.200317878617891E+08, -1.865747310101926E+06, -1.258973849575608E+01,  2.218149878011521E+01,  7.737087999847461E-01
